,English words/sentences,French words/sentences
7891,he never laughs,el nunca rie
7892,he never laughs,el jamas se rie
7893,he plays soccer,el juega futbol
7894,he pressured me,el me presiono
7895,he said nothing,no dijo nada
7896,he sang off key,el canto desafinado
7897,he saw the girl,el vio a la muchacha
7898,he saw the girl,vio a la nina
7899,he seems honest,el parece honesto
7900,he seems hungry,el se ve hambriento
7901,he sells whisky,el vende whisky
7902,he tends to lie,el tiene tendencia a mentir
7903,he walks slowly,el camina despacio
7904,he was cheating,estaba haciendo trampa
7905,he was speaking,el estaba hablando
7906,he was standing,el estaba parado
7907,he was standing,el estaba de pie
7908,he went fishing,el fue a pescar
7909,he went to nara,el fue a nara
7910,he will also go,el tambien ira
7911,he will survive,sobrevivira
7912,he wore glasses,el llevaba gafas
7913,he writes books,el escribe libros
7914,he writes books,escribe libros
7915,hes a bad liar,el es un mal mentiroso
7916,hes a bad liar,el miente mal
7917,hes a comedian,el es comediante
7918,hes a freshman,esta en el primer ano de universidad
7919,hes a gardener,el es jardinero
7920,hes a good guy,es un buen hombre
7921,hes a good guy,el es de primera
7922,hes a good man,es un buen hombre
7923,hes deadtired,esta muerto de cansancio
7924,hes going bald,se esta quedando calvo
7925,hes her friend,el es su amigo
7926,hes her friend,el es amigo de ella
7927,hes kind to me,el es amable conmigo
7928,hes my husband,el es mi marido
7929,hes not a hero,el no es un heroe
7930,hes not stupid,el no es estupido
7931,hes not stupid,no es estupido
7932,hes very angry,esta realmente enfadado
7933,hes wide awake,el esta muy despierto
7934,her face lit up,su rostro se ilumino
7935,her father died,su padre murio
7936,her hair is dry,ella tiene el cabello seco
7937,here i am again,aca estoy otra vez
7938,here is the map,aqui esta el mapa
7939,heres your bag,aqui esta tu bolsa
7940,here take this,coge esto
7941,here take this,toma coge esto
7942,here try it on,ten pruebatelo
7943,hey i know you,eh yo te conozco
7944,hi how are you,hola que tal
7945,hi how are you,hola como estas
7946,hi how are you,hola que tal estas
7947,his id was fake,su identificacion era falsa
7948,his word is law,su palabra es ley
7949,hold on please,espere por favor
7950,horses run fast,los caballos corren rapido
7951,how about,que tal a las
7952,how are you all,como estan todos
7953,how are you now,como estais ahora
7954,how are you now,como estas ahora
7955,how big you are,que alto eres
7956,how big you are,que grande eres
7957,how could it be,como puede ser
7958,how did tom die,como murio tom
7959,how do we do it,como lo hacemos
7960,how do you feel,como te sientes
7961,how do you feel,como te encuentras
7962,how do you feel,como se siente
7963,how do you feel,como os sentis
7964,how do you feel,como se sienten
7965,how do you know,como lo sabes
7966,how fascinating,que fascinante
7967,how humiliating,que humillante
7968,how interesting,que interesante
7969,how is everyone,como estan todos
7970,how is your dad,como esta tu padre
7971,how old are you,que edad tienes
7972,how rude of you,que grosero
7973,how small is it,como de pequeno es
7974,how unfortunate,que desafortunado
7975,how will it end,como terminara
7976,hows tom doing,como esta tom
7977,hows everybody,como estan todos
7978,hows your cold,como anda tu resfriado
7979,hows your wife,como esta tu mujer
7980,hurry up child,apurate nina
7981,hurry up girls,apurensen muchachas
7982,i ache all over,me duele todo
7983,i almost did it,casi lo hago
7984,i am a good boy,soy un buen tipo
7985,i am a good boy,soy un buen nino
7986,i am busy today,hoy estoy ocupado
7987,i am busy today,hoy estoy ocupada
7988,i am from china,soy de china
7989,i am from spain,soy de espana
7990,i am from tokyo,soy de tokio
7991,i am going too,yo tambien voy
7992,i am going too,yo tambien me voy
7993,i am in trouble,estoy en problemas
7994,i am not afraid,no tengo miedo
7995,i am not afraid,no estoy asustado
7996,i am not eating,no estoy comiendo
7997,i am undressing,me estoy desvistiendo
7998,i am undressing,me estoy quitando la ropa
7999,i am undressing,me estoy desnudando
8000,i am undressing,me estoy sacando la ropa
8001,i am very tired,estoy muy cansado
8002,i ate the apple,me comi la manzana
8003,i bit my tongue,me mordi la lengua
8004,i booked a seat,reserve un lugar
8005,i bought a book,compre un libro
8006,i broke my back,me quebre la espalda
8007,i called tom up,llame a tom
8008,i called her up,la llame
8009,i called him up,lo llame
8010,i can afford it,me lo puedo permitir
8011,i can afford it,puedo permitirmelo
8012,i can come back,puedo regresar
8013,i can do it now,lo puedo hacer ahora
8014,i can handle it,puedo apanarmelas
8015,i can sing well,puedo cantar bien
8016,i can swim fast,yo puedo nadar rapido
8017,i can swim well,se nadar bien
8018,i cant bear it,no lo aguanto
8019,i cant bear it,no puedo soportarlo
8020,i cant breathe,no puedo respirar
8021,i cant feel it,no lo puedo sentir
8022,i cant find it,no puedo encontrarlo
8023,i cant give up,no puedo rendirme
8024,i cant go back,no puedo volver
8025,i cant go home,no puedo ir a casa
8026,i cant hear it,no lo puedo oir
8027,i cant hear it,no puedo oirlo
8028,i cant help it,no puedo evitarlo
8029,i cant let you,no te lo puedo permitir
8030,i cant make it,no puedo hacerlo
8031,i cant see tom,no puedo ver a tom
8032,i cant see you,no puedo verte
8033,i cant see you,no puedo veros
8034,i cant see you,no puedo verle
8035,i cant see you,no puedo verlos
8036,i cant undo it,no puedo deshacerlo
8037,i caught a cold,me resfrie
8038,i chickened out,me acobarde
8039,i cooked dinner,cocine la cena
8040,i couldnt stop,no podria parar
8041,i couldnt stop,no pude parar
8042,i couldnt walk,no podia caminar
8043,i cut my finger,me corte el dedo
8044,i did all right,lo hice bien
8045,i did it myself,lo hice yo
8046,i did just fine,lo hice perfectamente
8047,i didnt listen,no escuche
8048,i didnt say it,no lo he dicho
8049,i didnt see it,no lo vi
8050,i do that a lot,lo hago mucho
8051,i do understand,claro que lo entiendo
8052,i do understand,si que lo entiendo
8053,i do understand,si que lo comprendo
8054,i do understand,ya lo he pillado
8055,i dont need it,no lo necesito
8056,i dont see him,no lo veo
8057,i dont see you,no te veo
8058,i dried my face,me seque la cara
8059,i escaped death,hui de la muerte
8060,i fed the goats,alimente a las cabras
8061,i fed the goats,di de comer a las cabras
8062,i feel betrayed,me siento traicionada
8063,i feel feverish,estoy febril
8064,i feel helpless,me siento impotente
8065,i feel helpless,me siento desamparado
8066,i feel helpless,me siento indefenso
8067,i feel helpless,me siento inutil
8068,i feel homesick,extrano mi hogar
8069,i feel relieved,me siento aliviado
8070,i feel terrible,me siento fatal
8071,i felt left out,me sentia excluido
8072,i felt left out,me senti rechazado
8073,i felt left out,senti que me daban de lado
8074,i forgot my key,olvide mi llave
8075,i forgot my pen,olvide mi pluma
8076,i found my book,encontre mi libro
8077,i get up at six,me levanto a las seis
8078,i got sunburned,me queme con el sol
8079,i got sunburned,me toste con el sol
8080,i got up at six,yo me levante a las seis
8081,i guess its ok,supongo que esta bien
8082,i guessed right,lo adivine correctamente
8083,i guessed right,acerte
8084,i had my doubts,tenia mis dudas
8085,i had no choice,no tuve opcion
8086,i had no doubts,no tenia dudas
8087,i had to resign,tuve que renunciar
8088,i hate fighting,odio pelear
8089,i hate fighting,detesto pelear
8090,i hate football,odio el futbol
8091,i hate politics,odio la politica
8092,i hate raccoons,odio los mapaches
8093,i hate reptiles,odio a los reptiles
8094,i hate studying,odio estudiar
8095,i hate tomatoes,odio los tomates
8096,i have a goatee,tengo barbita de chivo
8097,i have an apple,tengo una manzana
8098,i have bad news,tengo malas noticias
8099,i have dandruff,tengo caspa
8100,i have homework,tengo tarea
8101,i have no fever,no tengo fiebre
8102,i have no money,no tengo un duro
8103,i have no money,no tengo dinero
8104,i have no money,no tengo un centimo
8105,i have no money,no tengo un chavo
8106,i have no money,no tengo un mango
8107,i have returned,he vuelto
8108,i have returned,volvi
8109,i have ten pens,tengo diez lapiceras
8110,i have ten pens,tengo diez boligrafos
8111,i have to hurry,tengo que apurarme
8112,i have two cars,tengo dos automoviles
8113,i have two cars,tengo dos coches
8114,i have two cats,tengo dos gatos
8115,i have two jobs,tengo dos trabajos
8116,i hear only you,yo solo te escucho
8117,i hear the drum,oigo los tambores
8118,i heard a shout,he oido gritar a alguien
8119,i hope it helps,espero que te sirva
8120,i hope it rains,espero que llueva
8121,i hurt my ankle,me hice dano en el tobillo
8122,i hurt my elbow,me hice dano en el codo
8123,i hurt my elbow,me lastime el codo
8124,i imagined that,me imagine eso
8125,i just miss him,sencillamente lo extrano
8126,i keep sneezing,sigo estornudando
8127,i knew wed win,sabia que ganariamos
8128,i know tom lied,se que tom mintio
8129,i know all that,yo se todo eso
8130,i know all that,se todo eso
8131,i know her well,la conozco bien
8132,i know her well,yo la conozco bien
8133,i know his name,conozco su nombre
8134,i know his name,se como se llama
8135,i know his name,se cual es su nombre
8136,i know it hurts,se que duele
8137,i know its hot,se que esta caliente
8138,i know the girl,conozco a la chica
8139,i know them all,los conozco a todos
8140,i learned a lot,aprendi mucho
8141,i like cartoons,me gustan los dibujos animados
8142,i like cartoons,me gustan las caricaturas
8143,i like climbing,me gusta la escalada
8144,i like my house,me gusta mi casa
8145,i like old cars,me gustan los coches viejos
8146,i like sleeping,me gusta dormir
8147,i like swimming,me gusta nadar
8148,i like teaching,me gusta ensenar
8149,i like that dog,me gusta ese perro
8150,i like that dog,me gusta aquel perro
8151,i like that job,me gusta ese trabajo
8152,i like that tie,me gusta aquella corbata
8153,i like the cold,me agrada el frio
8154,i like the heat,me gusta el calor
8155,i like them all,me gustan todos
8156,i like this cup,me gusta esta taza
8157,i like this dog,me gusta este perro
8158,i like to dance,me gusta bailar
8159,i like your car,me gusta tu automovil
8160,i like your car,me gusta su coche
8161,i like your car,me gusta tu coche
8162,i like your cat,me gusta su gato
8163,i like your dog,me gusta vuestro perro
8164,i like your tie,me gusta tu corbata
8165,i live in hyogo,yo vivo en hyogo
8166,i live in japan,vivo en japon
8167,i live in milan,vivo en milan
8168,i lived in rome,yo vivia en roma
8169,i lived in rome,vivia en roma
8170,i looked around,mire a mi alrededor
8171,i looked at tom,mire a tom
8172,i lost interest,perdi las ganas
8173,i lost my watch,perdi mi reloj
8174,i lost the game,perdi el juego
8175,i lost the game,perdi la partida
8176,i love comedies,adoro las comedias
8177,i love eggplant,adoro las berenjenas
8178,i love eggplant,me encantan las berenjenas
8179,i love learning,adoro aprender
8180,i love the idea,me encanta la idea
8181,i love this car,amo este auto
8182,i love this job,me encanta este trabajo
8183,i love to dance,me encanta bailar
8184,i love to party,yo amo festejar
8185,i love to teach,me encanta ensenar
8186,i love to write,me gusta escribir
8187,i love to write,me encanta escribir
8188,i love weddings,me encantan los casamientos
8189,i love weddings,me encantan las bodas
8190,i love you both,las amo a las dos
8191,i love you both,los amo a los dos
8192,i love you both,los quiero a ambos
8193,i love you both,las quiero a ambas
8194,i love you too,tambien te amo
8195,i love your car,me gusta tu coche
8196,i love your car,me encanta tu coche
8197,i love your son,amo a tu hijo
8198,i made that one,yo hice aquel
8199,i meant no harm,no quise herir a nadie
8200,i met tom today,hoy he conocido a tom
8201,i miss you tom,tom te echo de menos
8202,i must be blind,debo de estar ciego
8203,i must find tom,tengo que encontrar a tom
8204,i must find out,debo encontrarlo
8205,i must go there,debo ir alla
8206,i must help her,tengo que ayudarla
8207,i must help him,debo ayudarlo
8208,i must obey tom,debo obedecer a tom
8209,i must tell tom,tengo que decirselo a tom
8210,i must warn him,debo advertirle
8211,i need internet,necesito internet
8212,i need a doctor,necesito un doctor
8213,i need a ladder,necesito una escalera
8214,i need a lawyer,necesito un abogado
8215,i need a pencil,necesito un lapiz
8216,i need a shower,necesito una ducha
8217,i need a tissue,necesito un panuelo
8218,i need a weapon,necesito un arma
8219,i need his help,necesito su ayuda
8220,i need my pills,necesito mis pastillas
8221,i need one more,necesito uno mas
8222,i need one more,necesito una mas
8223,i need scissors,necesito unas tijeras
8224,i need somebody,necesito a alguien
8225,i need this job,necesito ese empleo
8226,i need to go in,necesito entrar
8227,i need to shave,tengo que afeitarme
8228,i need to sleep,necesito dormir
8229,i need you here,te necesito aqui
8230,i never do that,no lo hago nunca
8231,i never give up,nunca me rindo
8232,i never give up,no me rindo nunca
8233,i never said no,nunca dije que no
8234,i never saw you,no te he visto nunca
8235,i often see him,yo le veo a menudo
8236,i only need tom,solo necesito a tom
8237,i only want tom,solo quiero a tom
8238,i ordered pizza,pedi pizza
8239,i outwitted him,le burle
8240,i owe tom money,le debo dinero a tom
8241,i paid my bills,pague mis cuentas
8242,i paid the bill,pague la cuenta
8243,i play baseball,juego al beisbol
8244,i play football,juego al futbol
8245,i play the bass,toco el bajo
8246,i play the harp,toco el arpa
8247,i play with him,juego con el
8248,i played soccer,jugaba al futbol
8249,i played tennis,yo jugue al tenis
8250,i played tennis,yo jugaba al tenis
8251,i prefer biking,prefiero ir en bicicleta
8252,i ran for cover,me puse a cubierto
8253,i ran for cover,corri a refugiarme
8254,i ran for mayor,yo competi para alcalde
8255,i rang the bell,sone la campana
8256,i rang the bell,sone la campanilla
8257,i read a letter,leo una carta
8258,i read a letter,estoy leyendo una carta
8259,i read a letter,he leido una carta
8260,i read a letter,lei una carta
8261,i read his book,lei su libro
8262,i read the book,leo el libro
8263,i read the book,me lei el libro
8264,i recognize him,lo reconozco
8265,i relied on him,yo confiaba en el
8266,i relied on him,conte con el
8267,i remember them,me acuerdo de ellos
8268,i remember them,me acuerdo de ellas
8269,i run every day,corro todos los dias
8270,i sat back down,volvi a sentarme
8271,i sat back down,me sente otra vez
8272,i saw tom leave,vi irse a tom
8273,i saw tom naked,vi a tomas desnudo
8274,i saw tom today,hoy he visto a tom
8275,i saw her again,la vi nuevamente
8276,i saw her again,la volvi a ver
8277,i saw him again,volvi a encontrarme con el
8278,i saw him again,le vi nuevamente
8279,i saw him first,yo lo vi primero
8280,i saw him naked,le he visto desnudo
8281,i saw you on tv,te vi en la tele
8282,i saw you on tv,lo vi a usted en la tele
8283,i see his house,yo veo su casa
8284,i see the crown,veo la corona
8285,i see the crown,estoy viendo la corona
8286,i see the queen,veo a la reina
8287,i shook my head,sacudi mi cabeza
8288,i slept all day,dormi todo el dia
8289,i speak english,hablo ingles
8290,i speak spanish,hablo espanol
8291,i stay in osaka,me quedo en osaka
8292,i study english,estudio ingles
8293,i talked to tom,hable con tom
8294,i talked to her,le hable a ella
8295,i think its ok,creo que esta bien
8296,i think so too,yo tambien lo creo
8297,i took a chance,me arriesgue
8298,i took her home,lleve a la chica a su casa
8299,i totally agree,estoy totalmente de acuerdo
8300,i tried to help,yo trate de ayudar
8301,i tried to hide,trate de esconderme
8302,i understand it,lo entiendo
8303,i understand it,lo comprendo
8304,i voted for tom,vote por tom
8305,i wake up early,despierto temprano
8306,i want a doctor,quiero un doctor
8307,i want a dollar,quiero un dolar
8308,i want a family,quiero una familia
8309,i want a friend,quiero tener un amigo
8310,i want a lawyer,quiero un abogado
8311,i want a refund,quiero una devolucion
8312,i want his help,necesito de su ayuda
8313,i want my mommy,quiero a mi mama
8314,i want my money,quiero mi plata
8315,i want my stuff,quiero mis cosas
8316,i want that bag,quiero esa bolsa
8317,i want that bag,quiero aquella bolsa
8318,i want that job,quiero ese trabajo
8319,i want that one,quiero aquel
8320,i want the best,quiero lo mejor
8321,i want this cat,quiero este gato
8322,i want to dance,quiero bailar
8323,i want to drive,quiero conducir
8324,i want to drive,quiero manejar
8325,i want to learn,quiero aprender
8326,i want to leave,me quiero ir
8327,i wanted to cry,quise llorar
8328,i wanted to pay,quise pagar
8329,i was a teacher,yo era profesor
8330,i was a teacher,yo era profesora
8331,i was at school,yo estaba en el colegio
8332,i was born here,naci aqui
8333,i was concerned,estaba preocupado
8334,i was concerned,estaba preocupada
8335,i was disgusted,yo estaba indignado
8336,i was dismissed,fui despedido
8337,i was exhausted,estaba extenuado
8338,i was impressed,estaba impresionada
8339,i was in boston,estuve en boston
8340,i was listening,estaba escuchando
8341,i was not drunk,no estaba borracho
8342,i was not drunk,yo no estaba borracho
8343,i was petrified,estaba petrificado
8344,i was satisfied,quede satisfecho
8345,i was skeptical,era esceptico
8346,i was surprised,me sorprendio
8347,i was too small,yo era demasiado pequeno
8348,i was too small,yo era muy pequeno
8349,i wasnt honest,no fui honesto
8350,i watch the bbc,veo la bbc
8351,i went shopping,fui de compras
8352,i went to paris,fui a paris
8353,i will continue,seguire
8354,i will go at,voy a las
8355,i will help you,yo te ayudare
8356,i will miss you,te voy a extranar
8357,i will miss you,te echare de menos
8358,i will miss you,os echare de menos
8359,i will stop you,yo te detendre
8360,i will watch it,lo mirare
8361,i wish you luck,le deseo suerte
8362,i wont go away,no me voy a ir
8363,i wont read it,no voy a leerlo
8364,i work with him,trabajo con el
8365,i wouldnt care,no me importaria
8366,id be grateful,estaria agradecido
8367,id do it again,lo volveria a hacer
8368,id do it again,lo haria otra vez
8369,id like a fork,quisiera un tenedor
8370,id rather read,prefiero leer
8371,id rather stay,preferiria quedarme
8372,id rather stay,prefiero quedarme
8373,id rather walk,preferiria caminar
8374,ill allow this,yo permitire esto
8375,ill allow this,voy a permitir esto
8376,ill arrange it,lo arreglare
8377,ill arrange it,voy a arreglarlo
8378,ill ask around,preguntare por ahi
8379,ill ask around,voy a preguntar por ahi
8380,ill assist you,te voy a ayudar
8381,ill assist you,yo te ayudo
8382,ill be glad to,estare contento
8383,ill be glad to,con placer
8384,ill be glad to,sera un placer
8385,ill be patient,sere paciente
8386,ill be waiting,estare esperando
8387,ill be working,voy a estar trabajando
8388,ill bring wine,traere vino
8389,ill buy a ford,comprare un ford
8390,ill call later,llamare mas tarde
8391,ill come by,vendre como a las
8392,ill do my best,dare lo mejor
8393,ill go by taxi,ire en taxi
8394,ill go do that,ire a hacer eso
8395,ill let tom go,dejare ir a tom
8396,ill look it up,lo buscare
8397,ill notify tom,se lo hare saber a tom
8398,ill pay for it,yo lo pagare
8399,ill pay for it,pagare por ello
8400,ill reward you,te premiare
8401,ill reward you,te recompensare
8402,ill sleep here,voy a dormir aca
8403,ill stay close,me quedare cerca
8404,ill understand,lo entendere
8405,ill understand,lo comprendere
8406,im toms uncle,soy el tio de tom
8407,im a christian,soy cristiano
8408,im a tv addict,soy un adicto a la tv
8409,im a bit tired,estoy un poco cansada
8410,im a carpenter,soy carpintero
8411,im a carpenter,soy maderero
8412,im a detective,soy detective
8413,im a good cook,soy un buen cocinero
8414,im a good cook,soy buena para cocinar
8415,im a good cook,se me da bien la cocina
8416,im a happy man,soy un hombre feliz
8417,im a lifeguard,soy salvavidas
8418,im a night owl,soy un ave nocturna
8419,im a policeman,yo soy policia
8420,im able to run,puedo correr
8421,im able to ski,se esquiar
8422,im about ready,estoy casi listo
8423,im about ready,estoy casi lista
8424,im almost done,estoy casi listo
8425,im almost done,casi he terminado
8426,im almost sure,estoy casi segura
8427,im always late,siempre estoy atrasado
8428,im an engineer,soy ingeniero
8429,im an engineer,soy un ingeniero
8430,im an optimist,soy optimista
8431,im at the bank,estoy en el banco
8432,im at work now,ahora estoy en el trabajo
8433,im aware of it,soy consciente de ello
8434,im aware of it,estoy enterado de ello
8435,im begging you,te estoy suplicando
8436,im begging you,te estoy implorando
8437,im calling you,te estoy llamando
8438,im catching on,estoy comprendiendo
8439,im colorblind,soy daltonico
8440,im coming back,voy de vuelta
8441,im coming home,vuelvo a casa
8442,im cracking up,me carcajeo
8443,im defenseless,estoy indefenso
8444,im eating here,estoy comiendo aqui
8445,im embarrassed,estoy avergonzado
8446,im extroverted,soy extrovertida
8447,im feeling bad,me siento mal
8448,im from boston,soy de boston
8449,im from canada,vengo de canada
8450,im from canada,soy de canada
8451,im from zambia,soy de zambia
8452,im getting old,me estoy haciendo viejo
8453,im going to go,voy a ir
8454,im helping tom,estoy ayudando a tom
8455,im helping out,estoy ayudando
8456,im helping you,te estoy ayudando
8457,im in portugal,estoy en portugal
8458,im in a pickle,estoy en apuros
8459,im in a pickle,estoy en un aprieto
8460,im in no hurry,no llevo prisa
8461,im in the bath,estoy en la banadera
8462,im just asking,solo pregunto
8463,im just joking,solo bromeo
8464,im leaving now,voy saliendo
8465,im leaving now,ya me voy
8466,im lefthanded,soy zurdo
8467,im lucky today,hoy es mi dia
8468,im lucky today,hoy tengo suerte
8469,im my own boss,soy mi propio jefe
8470,im nearsighted,soy miope
8471,im new at this,soy nuevo en esto
8472,im not english,no soy ingles
8473,im not alarmed,no estoy preocupado
8474,im not certain,no estoy segura
8475,im not chicken,no soy gallina
8476,im not jealous,no soy celosa
8477,im not kidding,no estoy bromeando
8478,im not married,no estoy casado
8479,im not married,no estoy casada
8480,im not nervous,no estoy nervioso
8481,im not patient,no tengo paciencia
8482,im not perfect,no soy perfecta
8483,im not serious,no voy en serio
8484,im not so sure,no estoy tan seguro
8485,im not special,no soy especial
8486,im not waiting,no estoy esperando
8487,im not wealthy,no soy rico
8488,im not working,no estoy trabajando
8489,im not yelling,no estoy gritando
8490,im now unarmed,ahora no estoy armado
8491,im on vacation,estoy de vacaciones
8492,im openminded,soy de mente abierta
8493,im quite tired,estoy bastante cansado
8494,im rather busy,estoy bastante ocupado
8495,im ready to go,estoy listo para irme
8496,im responsible,soy alguien responsable
8497,im responsible,soy responsable
8498,im so confused,estoy muy confundida
8499,im still alive,todavia estoy vivo
8500,im still alive,sigo vivo
8501,im still awake,todavia estoy despierto
8502,im thirtyfour,tengo treinta y cuatro anos
8503,im tired of tv,estoy cansado de la tele
8504,im too ashamed,estoy muy avergonzado
8505,im truly sorry,de verdad lo siento
8506,im very clumsy,soy muy desmanado
8507,im very hungry,estoy muy hambriento
8508,im very modest,soy muy modesto
8509,im your doctor,soy tu doctor
8510,im your father,soy tu padre
8511,im your father,yo soy tu padre
8512,im your friend,soy tu amigo
8513,im your friend,soy tu amiga
8514,im your lawyer,soy tu abogado
8515,im your sister,yo soy tu hermana
8516,im your sister,soy tu hermana
8517,ive changed it,lo cambie
8518,ive changed it,la cambie
8519,ive cut myself,me corte
8520,ive cut myself,me he cortado
8521,ive done worse,me ha ido peor
8522,ive done worse,he hecho peor que esto
8523,ive got a cold,estoy resfriado
8524,ive got a cold,estoy constipado
8525,ive got a cold,estoy acatarrado
8526,ive had enough,he tenido suficiente
8527,ive had enough,suficiente
8528,ive had enough,tuve suficiente
8529,ive had enough,ya estoy podrido
8530,ive heard that,oi eso
8531,ive heard that,lo he oido
8532,ive lost count,perdi la cuenta
8533,ive lost count,he perdido la cuenta
8534,is tom canadian,tom es canadiense
8535,is tom a genius,es tom un genio
8536,is tom an actor,tom es un actor
8537,is tom babbling,esta tom farfullando
8538,is tom dreaming,tom esta sonando
8539,is tom with you,tom esta contigo
8540,is anybody here,hay alguien aqui
8541,is anybody home,hay alguien en casa
8542,is anybody hurt,alguien esta lastimado
8543,is anybody hurt,se lastimo alguien
8544,is he malaysian,es el malayo
8545,is he a teacher,es un maestro
8546,is he a teacher,es maestro
8547,is he breathing,respira
8548,is he breathing,el esta respirando
8549,is he satisfied,esta satisfecho
8550,is it dangerous,es peligroso
8551,is it deep here,esta hondo aqui
8552,is it deep here,cubre aqui
8553,is it good news,es una buena noticia
8554,is it important,es importante
8555,is it not black,no es negro
8556,is it not black,no es negra
8557,is it poisonous,es venenoso
8558,is it that late,es tan tarde
8559,is it that late,ya es tan tarde
8560,is it too small,es demasiado pequeno
8561,is it too small,es demasiado pequena
8562,is she japanese,es ella japonesa
8563,is she a doctor,ella es doctora
8564,is she sleeping,esta durmiendo
8565,is that a llama,eso es una llama
8566,is that healthy,eso es saludable
8567,is this a dream,esto es un sueno
8568,is this a radio,esto es una radio
8569,is this a river,es esto un rio
8570,is this a river,es ese un rio
8571,is this correct,eso es correcto
8572,is this too big,es esto demasiado grande
8573,is today friday,es hoy viernes
8574,is today friday,es viernes hoy
8575,is today friday,estamos a viernes
8576,is today monday,hoy es lunes
8577,is today payday,es hoy dia de paga
8578,isnt it enough,no es suficiente
8579,isnt that mine,no es mio
8580,isnt that true,eso no es verdad
8581,it cant be tom,ese no puede ser tom
8582,it didnt break,no se rompio
8583,it didnt break,no se quebro
8584,it doesnt hurt,no duele
8585,it is an option,es una opcion
8586,it is up to you,depende de ti
8587,it isnt a fish,no es un pez
8588,it looked awful,se veia horrible
8589,it looked cheap,se veia barato
8590,it may seem odd,puede parecer raro
8591,it may seem odd,esto puede parecer extrano
8592,it might happen,podria suceder
8593,it must be true,debe de ser verdad
8594,it really works,realmente funciona
8595,it really works,verdaderamente va
8596,it really works,si que funciona
8597,it seems likely,parece probable
8598,it sounds great,suena genial
8599,it sounds great,me parece bien
8600,it tasted sweet,sabia dulce
8601,it was a thrill,fue muy emocionante
8602,it was ages ago,paso hace siglos
8603,it was all gone,todo termino
8604,it was all good,todo estaba bien
8605,it was an honor,fue un honor
8606,it was an honor,era un honor
8607,it was exciting,fue emocionante
8608,it was fabulous,era fabuloso
8609,it was fabulous,estaba fabuloso
8610,it was from tom,era de tom
8611,it was my dream,era mi sueno
8612,it was my fault,fue culpa mia
8613,it was my fault,fue mi culpa
8614,it was romantic,fue romantico
8615,it was the same,era el mismo
8616,it was too late,era demasiado tarde
8617,it was too long,era demasiado largo
8618,it was too soft,era demasiado suave
8619,it wasnt found,no fue encontrado
8620,it wont matter,no importara
8621,it would be fun,seria divertido
8622,itll get worse,empeorara
8623,itll rain soon,pronto llovera
8624,its toms idea,es idea de tom
8625,its a bad time,no es un buen momento
8626,its a bad time,es un mal momento
8627,its a big city,es una gran ciudad
8628,its a big step,es un gran paso
8629,its a dead end,es un callejon sin salida
8630,its a new book,es un libro nuevo
8631,its a shortcut,es un atajo
8632,its a surprise,es una sorpresa
8633,its about time,ya casi es hora
8634,its all i have,esto es todo lo que tengo
8635,its all i want,eso es todo lo que quiero
8636,its almost six,son casi las seis
8637,its almost six,ya casi son las seis
8638,its an eyesore,es un engendro
8639,its artificial,es artificial
8640,its cold today,hace frio hoy
8641,its cold today,hoy hace frio
8642,its cold today,hace frio hoy
8643,its cool today,hoy hace fresco
8644,its dinnertime,es la hora de la cena
8645,its dirtcheap,esta botado
8646,its dirty work,es trabajo sucio
8647,its easy money,es dinero facil
8648,its fine today,hoy hace bueno
8649,its impossible,es imposible
8650,its incredible,es increible
8651,its incredible,eso es increible
8652,its incredible,increible
8653,its inevitable,es inevitable
8654,its irrelevant,es irrelevante
8655,its just a cat,es solo un gato
8656,its lunch time,es hora del almuerzo
8657,its misleading,es enganoso
8658,its nice today,hoy hace bueno
8659,its not monday,no es lunes
8660,its not a bomb,no es una bomba
8661,its not a fish,no es un pez
8662,its not a game,no es un juego
8663,its not a joke,no es ninguna broma
8664,its not broken,no esta roto
8665,its not enough,no es suficiente
8666,its not my car,no es mi auto
8667,its not my job,no es mi trabajo
8668,its not so far,no esta tan lejos
8669,its our secret,es nuestro secreto
8670,its quite good,es bien bueno
8671,its refreshing,es refrescante
8672,its still here,todavia esta aqui
8673,its still warm,todavia esta caliente
8674,its sweltering,esto es sofocante
8675,its sweltering,que agobio
8676,its time to go,es hora de irse
8677,its time to go,es tiempo de irse
8678,its very cheap,es muy barato
8679,its very clean,esta muy limpio
8680,its very early,es muy temprano
8681,its very risky,es muy arriesgado
8682,its very sweet,es muy dulce
8683,its warm today,hoy hace calor
8684,its your fault,es culpa tuya
8685,its your money,es tu dinero
8686,jesus loves you,jesus os quiere
8687,just do it fast,limitate a hacerlo rapido
8688,just do it tom,limitate a hacerlo tom
8689,just do the job,limitate a trabajar
8690,just ignore her,solo ignorala
8691,just ignore her,ignorala
8692,just ignore him,solo ignoralo
8693,just ignore him,ignorale
8694,just keep going,solo continua
8695,just keep going,solo sigue adelante
8696,just let tom go,deja que tom se vaya
8697,just let tom in,deja entrar a tom
8698,just look at me,mirame
8699,just look at me,limitate a mirarme
8700,just stay close,solamente quedate cerca
8701,just try it out,solo pruebatela
8702,just wrap it up,envuelvalo por favor
8703,keep it in mind,tenlo en mente
8704,keep on smiling,sigue sonriendo
8705,keep on smiling,siempre rie
8706,keep practicing,segui practicando
8707,keep practicing,sigue practicando
8708,keep practicing,siga practicando
8709,keep practicing,sigan practicando
8710,keep the change,guarde el cambio
8711,keep the secret,guarda el secreto
